,Paper ID,Presentation,Title,Authors,Title (arxiv),Abstract,URL
544,862,Poster,Crowd Counting via Adversarial Cross-Scale Consistency Pursuit,"Zan Shen, Institute of Image Communication and Network Engineering, Shanghai Jiao Tong U; Bingbing Ni, ; Yi Xu, Shanghai Jiao Tong University; Minsi Wang, Shanghai Jiao Tong University; jianguo Hu, Minivision; Xiaokang Yang,",,,
545,1343,Poster,3D Human Pose Estimation in the Wild by Adversarial Learning,"Wei Yang, The Chinese University of Hong Kong ; Wanli Ouyang, The University of Sydney; Xiaolong Wang, Carnegie Mellon University; Xiaogang Wang, Chinese University of Hong Kong",3D Human Pose Estimation in the Wild by Adversarial Learning,"Recently, remarkable advances have been achieved in 3D human pose estimation from monocular images because of the powerful Deep Convolutional Neural Networks (DCNNs). Despite their success on large-scale datasets collected in the constrained lab environment, it is difficult to obtain the 3D pose annotations for in-the-wild images. Therefore, 3D human pose estimation in the wild is still a challenge. In this paper, we propose an adversarial learning framework, which distills the 3D human pose structures learned from the fully annotated dataset to in-the-wild images with only 2D pose annotations. Instead of defining hard-coded rules to constrain the pose estimation results, we design a novel multi-source discriminator to distinguish the predicted 3D poses from the ground-truth, which helps to enforce the pose estimator to generate anthropometrically valid poses even with images in the wild. We also observe that a carefully designed information source for the discriminator is essential to boost the performance. Thus, we design a geometric descriptor, which computes the pairwise relative locations and distances between body joints, as a new information source for the discriminator. The efficacy of our adversarial learning framework with the new geometric descriptor has been demonstrated through extensive experiments on widely used public benchmarks. Our approach significantly improves the performance compared with previous state-of-the-art approaches.",http://arxiv.org/pdf/1803.09722v1
546,1797,Poster,CosFace: Large Margin Cosine Loss for Deep Face Recognition,"Hao Wang, ; Yitong Wang, Tencent AI Lab; Zheng Zhou, ; xing Ji, ; Dihong Gong, ; Zhifeng Li, ; Jingchao Zhou, ; Wei Liu,",CosFace: Large Margin Cosine Loss for Deep Face Recognition,"Face recognition has made extraordinary progress owing to the advancement of deep convolutional neural networks (CNNs). The central task of face recognition, including face verification and identification, involves face feature discrimination. However, the traditional softmax loss of deep CNNs usually lacks the power of discrimination. To address this problem, recently several loss functions such as center loss, large margin softmax loss, and angular softmax loss have been proposed. All these improved losses share the same idea: maximizing inter-class variance and minimizing intra-class variance. In this paper, we propose a novel loss function, namely large margin cosine loss (LMCL), to realize this idea from a different perspective. More specifically, we reformulate the softmax loss as a cosine loss by $L_2$ normalizing both features and weight vectors to remove radial variations, based on which a cosine margin term is introduced to further maximize the decision margin in the angular space. As a result, minimum intra-class variance and maximum inter-class variance are achieved by virtue of normalization and cosine decision margin maximization. We refer to our model trained with LMCL as CosFace. Extensive experimental evaluations are conducted on the most popular public-domain face recognition datasets such as MegaFace Challenge, Youtube Faces (YTF) and Labeled Face in the Wild (LFW). We achieve the state-of-the-art performance on these benchmarks, which confirms the effectiveness of our proposed approach.",http://arxiv.org/pdf/1801.09414v2
547,2136,Poster,Encoding Crowd Interaction with Deep Neural Network for Pedestrian Trajectory Prediction,"Yanyu Xu, Shanghaitech University; Zhixin Piao, ; Shenghua Gao, ShanghaiTech University",,,
548,2139,Poster,Mean-Variance Loss for Deep Age Estimation from a Face,"Hongyu Pan, Institute of Computing Technol; Hu Han, ; Shiguang Shan, Chinese Academy of Sciences; Xilin Chen,",,,
549,3236,Poster,Probabilistic Joint Face-Skull Modelling for Facial Reconstruction,"Dennis Madsen, University of Basel; Marcel Lüthi, ; Andreas Schneider, ; Thomas Vetter, U. Basel",,,
550,3795,Poster,Learning Latent Super-Events to Detect Multiple Activities in Videos,"AJ Piergiovanni, Indiana University; Michael Ryoo, Indiana University",Learning Latent Super-Events to Detect Multiple Activities in Videos,"In this paper, we introduce the concept of learning latent super-events from activity videos, and present how it benefits activity detection in continuous videos. We define a super-event as a set of multiple events occurring together in videos with a particular temporal organization; it is the opposite concept of sub-events. Real-world videos contain multiple activities and are rarely segmented (e.g., surveillance videos), and learning latent super-events allows the model to capture how the events are temporally related in videos. We design temporal structure filters that enable the model to focus on particular sub-intervals of the videos, and use them together with a soft attention mechanism to learn representations of latent super-events. Super-event representations are combined with per-frame or per-segment CNNs to provide frame-level annotations. Our approach is designed to be fully differentiable, enabling end-to-end learning of latent super-event representations jointly with the activity detector using them. Our experiments with multiple public video datasets confirm that the proposed concept of latent super-event learning significantly benefits activity detection, advancing the state-of-the-arts.",http://arxiv.org/pdf/1712.01938v2
551,1664,Poster,Temporal Hallucinating for Action Recognition with Few Still Images,"Lei Zhou, ; Yali Wang, SIAT, CAS; Yu Qiao, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",,,
552,1736,Poster,Deep Progressive Reinforcement Learning for Skeleton-based Action Recognition,"Yansong Tang, Tsinghua University; Yi Tian, ; Peiyang Li, ; Jiwen Lu, Tsinghua University; Jie Zhou,",,,
553,2529,Poster,Gaze Prediction in Dynamic $360^\circ$ Immersive Videos,"Yanyu Xu, Shanghaitech University; Yanbing Dong, ; Junru Wu, ; Zhengzhong Sun, ; Zhiru Shi, ; Jingyi Yu, ; Shenghua Gao, ShanghaiTech University",,,
554,1549,Poster,When will you do what? - Anticipating Temporal Occurrences of Activities,"Alexander Richard, University of Bonn; Juergen Gall, University of Bonn, Germany; Yazan Abu Farha, University of Bonn",,,
555,1679,Poster,Fusing Crowd Density Maps and Visual Object Trackers for People Tracking in Crowd Scenes,"Weihong Ren, City University of Hong Kong; Di Kang, ; Yandong Tang, Shenyang Institute of Automation, Chinese Academy of Sciences; Antoni Chan, City University of Hong Kong, Hong Kong",,,
556,460,Poster,Dual Attention Matching Network for Context-Aware Feature Sequence based Person Re-Identification,"Jianlou Si, BUPT; Honggang Zhang, ; Chun-Guang Li, Beijing Univ. of Posts&Telecom; Jason Kuen, NTU, Singapore; Xiangfei Kong, Nanyang Technological University; Alex Kot, ; Gang Wang,",Dual Attention Matching Network for Context-Aware Feature Sequence based Person Re-Identification,"Typical person re-identification (ReID) methods usually describe each pedestrian with a single feature vector and match them in a task-specific metric space. However, the methods based on a single feature vector are not sufficient enough to overcome visual ambiguity, which frequently occurs in real scenario. In this paper, we propose a novel end-to-end trainable framework, called Dual ATtention Matching network (DuATM), to learn context-aware feature sequences and perform attentive sequence comparison simultaneously. The core component of our DuATM framework is a dual attention mechanism, in which both intra-sequence and inter-sequence attention strategies are used for feature refinement and feature-pair alignment, respectively. Thus, detailed visual cues contained in the intermediate feature sequences can be automatically exploited and properly compared. We train the proposed DuATM network as a siamese network via a triplet loss assisted with a de-correlation loss and a cross-entropy loss. We conduct extensive experiments on both image and video based ReID benchmark datasets. Experimental results demonstrate the significant advantages of our approach compared to the state-of-the-art methods.",http://arxiv.org/pdf/1803.09937v1
557,517,Poster,Easy Identification from Better Constraints: Multi-Shot Person Re-Identification from Reference Constraints,"Jiahuan Zhou, Northwestern University; Bing Su, Chinese Academy of Sciences; Ying Wu, Northwestern University, USA",,,
558,1378,Poster,Crowd Counting with Deep Negative Correlation Learning,"Zenglin Shi, University of Bern; Le Zhang, Advanced Digital Sciences Cent; XiaoFeng Cao, university of technology sydney; Yun Liu, Nankai University; yangdong Ye, Zhengzhou University, China; Guoyan Zheng, University of Bern",,,
559,2231,Poster,Human Appearance Transfer,"Mihai Zanfir, IMAR and Lund University ; Alin-Ionut Popa, IMAR; Andrei Zanfir, IMAR and Lund University; Cristian Sminchisescu,","Dear Sir or Madam, May I introduce the YAFC Corpus: Corpus, Benchmarks and Metrics for Formality Style Transfer","Style transfer is the task of automatically transforming a piece of text in one particular style into another. A major barrier to progress in this field has been a lack of training and evaluation datasets, as well as benchmarks and automatic metrics. In this work, we create the largest corpus for a particular stylistic transfer (formality) and show that techniques from the machine translation community can serve as strong baselines for future work. We also discuss challenges of using automatic metrics.",http://arxiv.org/pdf/1803.06535v1
560,2932,Poster,Domain Generalization with Adversarial Feature Learning,"Haoliang Li, Nanyang Technological Universi; Sinno Jilain Pan, Nanyang Technological University, Singapore; Shiqi Wang, City University of Hong Kong; Alex Kot,",Adversarial Deep Learning for Robust Detection of Binary Encoded Malware,"Malware is constantly adapting in order to avoid detection. Model based malware detectors, such as SVM and neural networks, are vulnerable to so-called adversarial examples which are modest changes to detectable malware that allows the resulting malware to evade detection. Continuous-valued methods that are robust to adversarial examples of images have been developed using saddle-point optimization formulations. We are inspired by them to develop similar methods for the discrete, e.g. binary, domain which characterizes the features of malware. A specific extra challenge of malware is that the adversarial examples must be generated in a way that preserves their malicious functionality. We introduce methods capable of generating functionally preserved adversarial malware examples in the binary domain. Using the saddle-point formulation, we incorporate the adversarial examples into the training of models that are robust to them. We evaluate the effectiveness of the methods and others in the literature on a set of Portable Execution~(PE) files. Comparison prompts our introduction of an online measure computed during training to assess general expectation of robustness.",http://arxiv.org/pdf/1801.02950v3
561,2959,Poster,Pyramid Stereo Matching Network,"Jia-Ren Chang, National Chiao Tung University; Yong-Sheng Chen, National Chiao Tung University",Pyramid Stereo Matching Network,"Recent work has shown that depth estimation from a stereo pair of images can be formulated as a supervised learning task to be resolved with convolutional neural networks (CNNs). However, current architectures rely on patch-based Siamese networks, lacking the means to exploit context information for finding correspondence in illposed regions. To tackle this problem, we propose PSMNet, a pyramid stereo matching network consisting of two main modules: spatial pyramid pooling and 3D CNN. The spatial pyramid pooling module takes advantage of the capacity of global context information by aggregating context in different scales and locations to form a cost volume. The 3D CNN learns to regularize cost volume using stacked multiple hourglass networks in conjunction with intermediate supervision. The proposed approach was evaluated on several benchmark datasets. Our method ranked first in the KITTI 2012 and 2015 leaderboards before March 18, 2018. The codes of PSMNet are available at: https://github.com/JiaRenChang/PSMNet.",http://arxiv.org/pdf/1803.08669v1
562,2970,Poster,Event-based Vision meets Deep Learning on Steering Prediction for Self-driving Cars,"Antonio Loquercio, University of Zurich; Ana Maqueda, Universidad Politecnica de Madrid; Guillermo Gallego, University of Zurich; Narciso Garcia, Universidad Politecnica de Madrid; Davide Scaramuzza, University of Zurich",Event-based Vision meets Deep Learning on Steering Prediction for Self-driving Cars,"Event cameras are bio-inspired vision sensors that naturally capture the dynamics of a scene, filtering out redundant information. This paper presents a deep neural network approach that unlocks the potential of event cameras on a challenging motion-estimation task: prediction of a vehicle's steering angle. To make the best out of this sensor-algorithm combination, we adapt state-of-the-art convolutional architectures to the output of event sensors and extensively evaluate the performance of our approach on a publicly available large scale event-camera dataset (~1000 km). We present qualitative and quantitative explanations of why event cameras allow robust steering prediction even in cases where traditional cameras fail, e.g. challenging illumination conditions and fast motion. Finally, we demonstrate the advantages of leveraging transfer learning from traditional to event-based vision, and show that our approach outperforms state-of-the-art algorithms based on standard cameras.",http://arxiv.org/pdf/1804.01310v1
563,3010,Poster,Learning Answer Embeddings for Visual Question Answering,"Hexiang Hu, ; Wei-Lun Chao, USC; Fei Sha, University of Southern California",Visual Question Reasoning on General Dependency Tree,"The collaborative reasoning for understanding each image-question pair is very critical but under-explored for an interpretable Visual Question Answering (VQA) system. Although very recent works also tried the explicit compositional processes to assemble multiple sub-tasks embedded in the questions, their models heavily rely on the annotations or hand-crafted rules to obtain valid reasoning layout, leading to either heavy labor or poor performance on composition reasoning. In this paper, to enable global context reasoning for better aligning image and language domains in diverse and unrestricted cases, we propose a novel reasoning network called Adversarial Composition Modular Network (ACMN). This network comprises of two collaborative modules: i) an adversarial attention module to exploit the local visual evidence for each word parsed from the question; ii) a residual composition module to compose the previously mined evidence. Given a dependency parse tree for each question, the adversarial attention module progressively discovers salient regions of one word by densely combining regions of child word nodes in an adversarial manner. Then residual composition module merges the hidden representations of an arbitrary number of children through sum pooling and residual connection. Our ACMN is thus capable of building an interpretable VQA system that gradually dives the image cues following a question-driven reasoning route and makes global reasoning by incorporating the learned knowledge of all attention modules in a principled manner. Experiments on relational datasets demonstrate the superiority of our ACMN and visualization results show the explainable capability of our reasoning system.",http://arxiv.org/pdf/1804.00105v1
564,3063,Poster,Good View Hunting: Learning Photo Composition from 1 Million View Pairs,"Zijun Wei, Stony Brook University; Jianming Zhang, Adobe Research; Minh Hoai, Stony Brook University; Xiaohui Shen, Adobe Research; Zhe Lin, Adobe Systems, Inc.; Radomír Mech, ; Dimitris Samaras,",,,
565,3435,Poster,CleanNet: Transfer Learning for Scalable Image Classifier Training with Label Noise,"Kuang-Huei Lee, Microsoft; Xiaodong He, ; Lei Zhang, Microsoft; Linjun Yang, Facebook",CleanNet: Transfer Learning for Scalable Image Classifier Training with Label Noise,"In this paper, we study the problem of learning image classification models with label noise. Existing approaches depending on human supervision are generally not scalable as manually identifying correct or incorrect labels is time-consuming, whereas approaches not relying on human supervision are scalable but less effective. To reduce the amount of human supervision for label noise cleaning, we introduce CleanNet, a joint neural embedding network, which only requires a fraction of the classes being manually verified to provide the knowledge of label noise that can be transferred to other classes. We further integrate CleanNet and conventional convolutional neural network classifier into one framework for image classification learning. We demonstrate the effectiveness of the proposed algorithm on both of the label noise detection task and the image classification on noisy data task on several large-scale datasets. Experimental results show that CleanNet can reduce label noise detection error rate on held-out classes where no human supervision available by 41.5% compared to current weakly supervised methods. It also achieves 47% of the performance gain of verifying all images with only 3.2% images verified on an image classification task. Source code and dataset will be available at kuanghuei.github.io/CleanNetProject.",http://arxiv.org/pdf/1711.07131v2
566,3436,Poster,Independently Recurrent Neural Network (IndRNN): Building A Longer and Deeper RNN,"Shuai Li, University of Wollongong; Wanqing Li, ; Chris Cook, University of Wollongong; Ce Zhu, University of Electronic Science and Technology of China; Yanbo Gao, University of Electronic Science and Technology of China",Independently Recurrent Neural Network (IndRNN): Building A Longer and Deeper RNN,"Recurrent neural networks (RNNs) have been widely used for processing sequential data. However, RNNs are commonly difficult to train due to the well-known gradient vanishing and exploding problems and hard to learn long-term patterns. Long short-term memory (LSTM) and gated recurrent unit (GRU) were developed to address these problems, but the use of hyperbolic tangent and the sigmoid action functions results in gradient decay over layers. Consequently, construction of an efficiently trainable deep network is challenging. In addition, all the neurons in an RNN layer are entangled together and their behaviour is hard to interpret. To address these problems, a new type of RNN, referred to as independently recurrent neural network (IndRNN), is proposed in this paper, where neurons in the same layer are independent of each other and they are connected across layers. We have shown that an IndRNN can be easily regulated to prevent the gradient exploding and vanishing problems while allowing the network to learn long-term dependencies. Moreover, an IndRNN can work with non-saturated activation functions such as relu (rectified linear unit) and be still trained robustly. Multiple IndRNNs can be stacked to construct a network that is deeper than the existing RNNs. Experimental results have shown that the proposed IndRNN is able to process very long sequences (over 5000 time steps), can be used to construct very deep networks (21 layers used in the experiment) and still be trained robustly. Better performances have been achieved on various tasks by using IndRNNs compared with the traditional RNN and LSTM.",http://arxiv.org/pdf/1803.04831v1
567,3617,Poster,Encoder-Decoder Alignment for Zero-Pair Image-to-Image Translation,"Yaxing Wang, Computer vision center; Joost van de Weijer, Computer Vision Center Barcelona; Luis Herranz, Computer Vision Center",Mix and match networks: encoder-decoder alignment for zero-pair image translation,"We address the problem of image translation between domains or modalities for which no direct paired data is available (i.e. zero-pair translation). We propose mix and match networks, based on multiple encoders and decoders aligned in such a way that other encoder-decoder pairs can be composed at test time to perform unseen image translation tasks between domains or modalities for which explicit paired samples were not seen during training. We study the impact of autoencoders, side information and losses in improving the alignment and transferability of trained pairwise translation models to unseen translations. We show our approach is scalable and can perform colorization and style transfer between unseen combinations of domains. We evaluate our system in a challenging cross-modal setting where semantic segmentation is estimated from depth images, without explicit access to any depth-semantic segmentation training pairs. Our model outperforms baselines based on pix2pix and CycleGAN models.",http://arxiv.org/pdf/1804.02199v1
568,3702,Poster,Structured Uncertainty Prediction Networks,"Garoe Dorta, University of Bath; Sara Vicente, Anthropics Technology Ltd; Lourdes Agapito, University College London; Neill Campbell, University of bath; Ivor Simpson, Anthropics Technology Ltd",Structured Uncertainty Prediction Networks,"This paper is the first work to propose a network to predict a structured uncertainty distribution for a synthesized image. Previous approaches have been mostly limited to predicting diagonal covariance matrices. Our novel model learns to predict a full Gaussian covariance matrix for each reconstruction, which permits efficient sampling and likelihood evaluation.   We demonstrate that our model can accurately reconstruct ground truth correlated residual distributions for synthetic datasets and generate plausible high frequency samples for real face images. We also illustrate the use of these predicted covariances for structure preserving image denoising.",http://arxiv.org/pdf/1802.07079v2
569,3905,Poster,Between-class Learning for Image Classification,"Yuji Tokozume, The University of Tokyo; Yoshitaka Ushiku, ; Tatsuya Harada, University of Tokyo",Between-class Learning for Image Classification,"In this paper, we propose a novel learning method for image classification called Between-Class learning (BC learning). We generate between-class images by mixing two images belonging to different classes with a random ratio. We then input the mixed image to the model and train the model to output the mixing ratio. BC learning has the ability to impose constraints on the shape of the feature distributions, and thus the generalization ability is improved. BC learning is originally a method developed for sounds, which can be digitally mixed. Mixing two image data does not appear to make sense; however, we argue that because convolutional neural networks have an aspect of treating input data as waveforms, what works on sounds must also work on images. First, we propose a simple mixing method using internal divisions, which surprisingly proves to significantly improve performance. Second, we propose a mixing method that treats the images as waveforms, which leads to a further improvement in performance. As a result, we achieved 19.4% and 2.26% top-1 errors on ImageNet-1K and CIFAR-10, respectively.",http://arxiv.org/pdf/1711.10284v2
570,3995,Poster,Adversarial Feature Augmentation for Unsupervised Domain Adaptation,"Riccardo Volpi, IIT (Italy); Pietro Morerio, Istituto Italiano di Tecnologi; Silvio Savarese, ; Vittorio Murino, Istituto Italiano di Tecnologia",Adversarial Feature Augmentation for Unsupervised Domain Adaptation,"Recent works showed that Generative Adversarial Networks (GANs) can be successfully applied in unsupervised domain adaptation, where, given a labeled source dataset and an unlabeled target dataset, the goal is to train powerful classifiers for the target samples. In particular, it was shown that a GAN objective function can be used to learn target features indistinguishable from the source ones. In this work, we extend this framework by (i) forcing the learned feature extractor to be domain-invariant, and (ii) training it through data augmentation in the feature space, namely performing feature augmentation. While data augmentation in the image space is a well established technique in deep learning, feature augmentation has not yet received the same level of attention. We accomplish it by means of a feature generator trained by playing the GAN minimax game against source features. Results show that both enforcing domain-invariance and performing feature augmentation lead to superior or comparable performance to state-of-the-art results in several unsupervised domain adaptation benchmarks.",http://arxiv.org/pdf/1711.08561v1
571,456,Poster,Generative Image Inpainting with Contextual Attention,"Jiahui Yu, UIUC; Zhe Lin, Adobe Systems, Inc.; Jimei Yang, ; Xiaohui Shen, Adobe Research; Xin Lu, ; Thomas Huang,",Generative Image Inpainting with Contextual Attention,"Recent deep learning based approaches have shown promising results for the challenging task of inpainting large missing regions in an image. These methods can generate visually plausible image structures and textures, but often create distorted structures or blurry textures inconsistent with surrounding areas. This is mainly due to ineffectiveness of convolutional neural networks in explicitly borrowing or copying information from distant spatial locations. On the other hand, traditional texture and patch synthesis approaches are particularly suitable when it needs to borrow textures from the surrounding regions. Motivated by these observations, we propose a new deep generative model-based approach which can not only synthesize novel image structures but also explicitly utilize surrounding image features as references during network training to make better predictions. The model is a feed-forward, fully convolutional neural network which can process images with multiple holes at arbitrary locations and with variable sizes during the test time. Experiments on multiple datasets including faces (CelebA, CelebA-HQ), textures (DTD) and natural images (ImageNet, Places2) demonstrate that our proposed approach generates higher-quality inpainting results than existing ones. Code, demo and models are available at: https://github.com/JiahuiYu/generative_inpainting.",http://arxiv.org/pdf/1801.07892v2
572,561,Poster,CSGNet: Neural Shape Parser for Constructive Solid Geometry,"Gopal Sharma, University of Massachusetts; Subhransu Maji, ; Rishabh Goyal, Indian Institute of Technology, Kanpu; Difan Liu, UMass Amherst; Evangelos Kalogerakis, UMass",CSGNet: Neural Shape Parser for Constructive Solid Geometry,"We present a neural architecture that takes as input a 2D or 3D shape and outputs a program that generates the shape. The instructions in our program are based on constructive solid geometry principles, i.e., a set of boolean operations on shape primitives defined recursively. Bottom-up techniques for this shape parsing task rely on primitive detection and are inherently slow since the search space over possible primitive combinations is large. In contrast, our model uses a recurrent neural network that parses the input shape in a top-down manner, which is significantly faster and yields a compact and easy-to-interpret sequence of modeling instructions. Our model is also more effective as a shape detector compared to existing state-of-the-art detection techniques. We finally demonstrate that our network can be trained on novel datasets without ground-truth program annotations through policy gradient techniques.",http://arxiv.org/pdf/1712.08290v2
573,2225,Poster,Conditional Image-to-Image Translation,"Jianxin Lin, USTC; Yingce Xia, ; Tao Qin, ; Zhibo Chen, ; Tie-Yan Liu,",Word Level Font-to-Font Image Translation using Convolutional Recurrent Generative Adversarial Networks,"Conversion of one font to another font is very useful in real life applications. In this paper, we propose a Convolutional Recurrent Generative model to solve the word level font transfer problem. Our network is able to convert the font style of any printed text images from its current font to the required font. The network is trained end-to-end for the complete word images. Thus it eliminates the necessary pre-processing steps, like character segmentations. We extend our model to conditional setting that helps to learn one-to-many mapping function. We employ a novel convolutional recurrent model architecture in the Generator that efficiently deals with the word images of arbitrary width. It also helps to maintain the consistency of the final images after concatenating the generated image patches of target font. Besides, the Generator and the Discriminator network, we employ a Classification network to classify the generated word images of converted font style to their subsequent font categories. Most of the earlier works related to image translation are performed on square images. Our proposed architecture is the first work which can handle images of varying widths. Word images generally have varying width depending on the number of characters present. Hence, we test our model on a synthetically generated font dataset. We compare our method with some of the state-of-the-art methods for image translation. The superior performance of our network on the same dataset proves the ability of our model to learn the font distributions.",http://arxiv.org/pdf/1801.07156v1
574,2695,Poster,Tight Nonconvex Relaxation of MAP Inference,"D. Khuê Lê-Huu, Inria & CentraleSupélec, Université Paris-Saclay; Nikos Paragios, Ecole Centrale de Paris",Continuous Relaxation of MAP Inference: A Nonconvex Perspective,"In this paper, we study a nonconvex continuous relaxation of MAP inference in discrete Markov random fields (MRFs). We show that for arbitrary MRFs, this relaxation is tight, and a discrete stationary point of it can be easily reached by a simple block coordinate descent algorithm. In addition, we study the resolution of this relaxation using popular gradient methods, and further propose a more effective solution using a multilinear decomposition framework based on the alternating direction method of multipliers (ADMM). Experiments on many real-world problems demonstrate that the proposed ADMM significantly outperforms other nonconvex relaxation based methods, and compares favorably with state of the art MRF optimization algorithms in different settings.",http://arxiv.org/pdf/1802.07796v2
575,2709,Poster,Feature Generating Networks for Zero-Shot Learning,"Yongqin Xian, Max Planck Institute; Tobias Lorenz, Max Planck Institute for Informatics; Bernt Schiele, MPI Informatics Germany; Zeynep Akata, University of Amsterdam",Radical analysis network for zero-shot learning in printed Chinese character recognition,"Chinese characters have a huge set of character categories, more than 20,000 and the number is still increasing as more and more novel characters continue being created. However, the enormous characters can be decomposed into a compact set of about 500 fundamental and structural radicals. This paper introduces a novel radical analysis network (RAN) to recognize printed Chinese characters by identifying radicals and analyzing two-dimensional spatial structures among them. The proposed RAN first extracts visual features from input by employing convolutional neural networks as an encoder. Then a decoder based on recurrent neural networks is employed, aiming at generating captions of Chinese characters by detecting radicals and two-dimensional structures through a spatial attention mechanism. The manner of treating a Chinese character as a composition of radicals rather than a single character class largely reduces the size of vocabulary and enables RAN to possess the ability of recognizing unseen Chinese character classes, namely zero-shot learning.",http://arxiv.org/pdf/1711.01889v2
576,3107,Poster,Joint Optimization Framework for Learning with Noisy Labels,"Daiki Tanaka, The University of Tokyo; Daiki Ikami, The University of Tokyo; Toshihiko Yamasaki, The University of Tokyo; Kiyoharu Aizawa,",Joint Optimization Framework for Learning with Noisy Labels,"Deep neural networks (DNNs) trained on large-scale datasets have exhibited significant performance in image classification. Many large-scale datasets are collected from websites, however they tend to contain inaccurate labels that are termed as noisy labels. Training on such noisy labeled datasets causes performance degradation because DNNs easily overfit to noisy labels. To overcome this problem, we propose a joint optimization framework of learning DNN parameters and estimating true labels. Our framework can correct labels during training by alternating update of network parameters and labels. We conduct experiments on the noisy CIFAR-10 datasets and the Clothing1M dataset. The results indicate that our approach significantly outperforms other state-of-the-art methods.",http://arxiv.org/pdf/1803.11364v1
577,3325,Poster,Convolutional Image Captioning,"Jyoti Aneja, UIUC; Aditya Deshpande, University of Illinois at UC; Alex Schwing,",Show-and-Fool: Crafting Adversarial Examples for Neural Image Captioning,"Modern neural image captioning systems typically adopt the encoder-decoder framework consisting of two principal components: a convolutional neural network (CNN) for image feature extraction and a recurrent neural network (RNN) for caption generation. Inspired by the robustness analysis of CNN-based image classifiers to adversarial perturbations, we propose \textbf{Show-and-Fool}, a novel algorithm for crafting adversarial examples in neural image captioning. Unlike image classification tasks with a finite set of class labels, finding visually-similar adversarial examples in an image captioning system is much more challenging since the space of possible captions in a captioning system is almost infinite. In this paper, we design three approaches for crafting adversarial examples in image captioning: (i) targeted caption method; (ii) targeted keyword method; and (iii) untargeted method. We formulate the process of finding adversarial perturbations as optimization problems and design novel loss functions for efficient search. Experimental results on the Show-and-Tell model and MSCOCO data set show that Show-and-Fool can successfully craft visually-similar adversarial examples with randomly targeted captions, and the adversarial examples can be made highly transferable to the Show-Attend-and-Tell model. Consequently, the presence of adversarial examples leads to new robustness implications of neural image captioning. To the best of our knowledge, this is the first work on crafting effective adversarial examples for image captioning tasks.",http://arxiv.org/pdf/1712.02051v1
578,3580,Poster,AON: Towards Arbitrarily-Oriented Text Recognition,"Zhanzhan Cheng, Hikvision Research Institute; Yangliu Xu, Tongji University; Fan Bai, Fudan University; Yi Niu, Hikvision Research Institute; Shiliang Pu, ; Shuigeng Zhou, Fudan University",AON: Towards Arbitrarily-Oriented Text Recognition,"Recognizing text from natural images is a hot research topic in computer vision due to its various applications. Despite the enduring research of several decades on optical character recognition (OCR), recognizing texts from natural images is still a challenging task. This is because scene texts are often in irregular (e.g. curved, arbitrarily-oriented or seriously distorted) arrangements, which have not yet been well addressed in the literature. Existing methods on text recognition mainly work with regular (horizontal and frontal) texts and cannot be trivially generalized to handle irregular texts. In this paper, we develop the arbitrary orientation network (AON) to directly capture the deep features of irregular texts, which are combined into an attention-based decoder to generate character sequence. The whole network can be trained end-to-end by using only images and word-level annotations. Extensive experiments on various benchmarks, including the CUTE80, SVT-Perspective, IIIT5k, SVT and ICDAR datasets, show that the proposed AON-based method achieves the-state-of-the-art performance in irregular datasets, and is comparable to major existing methods in regular datasets.",http://arxiv.org/pdf/1711.04226v2
579,3903,Poster,Wrapped Gaussian Process Regression on Riemannian Manifolds,"Anton Mallasto, University of Copenhagen; Aasa Feragen, University of Copenhagen",,,
580,2368,Poster,Geometry-Guided CNN for Self-supervised Video Representation learning,"Chuang Gan, Tsinghua University; Boqing Gong, University of Central Florida; Kun Liu, Beijing University of Posts and Telecommunications; hao Su, ; Leonidas J. Guibas,",,,
581,2604,Poster,DiverseNet: When One Right Answer Is Not Enough,"Michael Firman, UCL; Neill Campbell, University of bath; Lourdes Agapito, University College London; Gabriel Brostow, University College London UK",,,
582,2744,Poster,Face Detector Adaptation without Negative Transfer or Catastrophic Forgetting,"Muhammad Abdullah Jamal, University of Central Florida; Haoxiang Li, Adobe Research; Boqing Gong, University of Central Florida",,,
583,3073,Poster,Analyzing Filters Toward Efficient ConvNet,"Takumi Kobayashi,",,,
584,3220,Poster,Regularizing Deep Networks by Modeling and Predicting Label Structure,"Mohammadreza Mostajabi, TTI-Chicago; Michael Maire, ; Greg Shakhnarovich,",Regularizing Deep Networks by Modeling and Predicting Label Structure,"We construct custom regularization functions for use in supervised training of deep neural networks. Our technique is applicable when the ground-truth labels themselves exhibit internal structure; we derive a regularizer by learning an autoencoder over the set of annotations. Training thereby becomes a two-phase procedure. The first phase models labels with an autoencoder. The second phase trains the actual network of interest by attaching an auxiliary branch that must predict output via a hidden layer of the autoencoder. After training, we discard this auxiliary branch.   We experiment in the context of semantic segmentation, demonstrating this regularization strategy leads to consistent accuracy boosts over baselines, both when training from scratch, or in combination with ImageNet pretraining. Gains are also consistent over different choices of convolutional network architecture. As our regularizer is discarded after training, our method has zero cost at test time; the performance improvements are essentially free. We are simply able to learn better network weights by building an abstract model of the label space, and then training the network to understand this abstraction alongside the original task.",http://arxiv.org/pdf/1804.02009v1
