Date,Time,Location,#,Session,Session Title,Paper ID,Paper Title,Authors,Title-arxiv,Abstract,URL
,,,,,,2989,Fast 3D Reconstruction of Faces With Glasses,"Fabio Maninchedda, Martin R. Oswald, Marc Pollefeys",,,
,,,,,,3442,An Efficient Algebraic Solution to the Perspective-Three-Point Problem,"Tong Ke, Stergios I. Roumeliotis",An Efficient Algebraic Solution to the Perspective-Three-Point Problem,"In this work, we present an algebraic solution to the classical perspective-3-point (P3P) problem for determining the position and attitude of a camera from observations of three known reference points. In contrast to previous approaches, we first directly determine the camera's attitude by employing the corresponding geometric constraints to formulate a system of trigonometric equations. This is then efficiently solved, following an algebraic approach, to determine the unknown rotation matrix and subsequently the camera's position. As compared to recent alternatives, our method avoids computing unnecessary (and potentially numerically unstable) intermediate results, and thus achieves higher numerical accuracy and robustness at a lower computational cost. These benefits are validated through extensive Monte-Carlo simulations for both nominal and close-to-singular geometric configurations.",http://arxiv.org/pdf/1701.08237v1
,,,,,Analyzing Humans in Images,40,Learning From Synthetic Humans,"GÃ_l Varol, Javier Romero, Xavier Martin, Naureen Mahmood, Michael J. Black, Ivan Laptev, Cordelia Schmid",Learning from Synthetic Humans,"Estimating human pose, shape, and motion from images and videos are fundamental challenges with many applications. Recent advances in 2D human pose estimation use large amounts of manually-labeled training data for learning convolutional neural networks (CNNs). Such data is time consuming to acquire and difficult to extend. Moreover, manual labeling of 3D pose, depth and motion is impractical. In this work we present SURREAL (Synthetic hUmans foR REAL tasks): a new large-scale dataset with synthetically-generated but realistic images of people rendered from 3D sequences of human motion capture data. We generate more than 6 million frames together with ground truth pose, depth maps, and segmentation masks. We show that CNNs trained on our synthetic dataset allow for accurate human depth estimation and human part segmentation in real RGB images. Our results and the new dataset open up new possibilities for advancing person analysis using cheap and large-scale synthetic data.",http://arxiv.org/pdf/1701.01370v2
,,,,,,249,Forecasting Interactive Dynamics of Pedestrians With Fictitious Play,"Wei-Chiu Ma, De-An Huang, Namhoon Lee, Kris M. Kitani",Forecasting Interactive Dynamics of Pedestrians with Fictitious Play,"We develop predictive models of pedestrian dynamics by encoding the coupled nature of multi-pedestrian interaction using game theory, and deep learning-based visual analysis to estimate person-specific behavior parameters. Building predictive models for multi-pedestrian interactions however, is very challenging due to two reasons: (1) the dynamics of interaction are complex interdependent processes, where the predicted behavior of one pedestrian can affect the actions taken by others and (2) dynamics are variable depending on an individuals physical characteristics (e.g., an older person may walk slowly while the younger person may walk faster). To address these challenges, we (1) utilize concepts from game theory to model the interdependent decision making process of multiple pedestrians and (2) use visual classifiers to learn a mapping from pedestrian appearance to behavior parameters. We evaluate our proposed model on several public multiple pedestrian interaction video datasets. Results show that our strategic planning model explains human interactions 25% better when compared to state-of-the-art methods.",http://arxiv.org/pdf/1604.01431v3
,,,,,,394,Hand Keypoint Detection in Single Images Using Multiview Bootstrapping,"Tomas Simon, Hanbyul Joo, Iain Matthews, Yaser Sheikh",Hand Keypoint Detection in Single Images using Multiview Bootstrapping,"We present an approach that uses a multi-camera system to train fine-grained detectors for keypoints that are prone to occlusion, such as the joints of a hand. We call this procedure multiview bootstrapping: first, an initial keypoint detector is used to produce noisy labels in multiple views of the hand. The noisy detections are then triangulated in 3D using multiview geometry or marked as outliers. Finally, the reprojected triangulations are used as new labeled training data to improve the detector. We repeat this process, generating more labeled data in each iteration. We derive a result analytically relating the minimum number of views to achieve target true and false positive rates for a given detector. The method is used to train a hand keypoint detector for single images. The resulting keypoint detector runs in realtime on RGB images and has accuracy comparable to methods that use depth sensors. The single view detector, triangulated over multiple views, enables 3D markerless hand motion capture with complex object interactions.",http://arxiv.org/pdf/1704.07809v1
,,,,,,740,PoseTrack: Joint Multi-Person Pose Estimation and Tracking,"Umar Iqbal, Anton Milan, Juergen Gall",PoseTrack: Joint Multi-Person Pose Estimation and Tracking,"In this work, we introduce the challenging problem of joint multi-person pose estimation and tracking of an unknown number of persons in unconstrained videos. Existing methods for multi-person pose estimation in images cannot be applied directly to this problem, since it also requires to solve the problem of person association over time in addition to the pose estimation for each person. We therefore propose a novel method that jointly models multi-person pose estimation and tracking in a single formulation. To this end, we represent body joint detections in a video by a spatio-temporal graph and solve an integer linear program to partition the graph into sub-graphs that correspond to plausible body pose trajectories for each person. The proposed approach implicitly handles occlusion and truncation of persons. Since the problem has not been addressed quantitatively in the literature, we introduce a challenging ""Multi-Person PoseTrack"" dataset, and also propose a completely unconstrained evaluation protocol that does not make any assumptions about the scale, size, location or the number of persons. Finally, we evaluate the proposed approach and several baseline methods on our new dataset.",http://arxiv.org/pdf/1611.07727v3
,,,,,,809,Expecting the Unexpected: Training Detectors for Unusual Pedestrians With Adversarial Imposters,"Shiyu Huang, Deva Ramanan",Expecting the Unexpected: Training Detectors for Unusual Pedestrians with Adversarial Imposters,"As autonomous vehicles become an every-day reality, high-accuracy pedestrian detection is of paramount practical importance. Pedestrian detection is a highly researched topic with mature methods, but most datasets focus on common scenes of people engaged in typical walking poses on sidewalks. But performance is most crucial for dangerous scenarios, such as children playing in the street or people using bicycles/skateboards in unexpected ways. Such ""in-the-tail"" data is notoriously hard to observe, making both training and testing difficult. To analyze this problem, we have collected a novel annotated dataset of dangerous scenarios called the Precarious Pedestrian dataset. Even given a dedicated collection effort, it is relatively small by contemporary standards (around 1000 images). To allow for large-scale data-driven learning, we explore the use of synthetic data generated by a game engine. A significant challenge is selected the right ""priors"" or parameters for synthesis: we would like realistic data with poses and object configurations that mimic true Precarious Pedestrians. Inspired by Generative Adversarial Networks (GANs), we generate a massive amount of synthetic data and train a discriminative classifier to select a realistic subset, which we deem the Adversarial Imposters. We demonstrate that this simple pipeline allows one to synthesize realistic training data by making use of rendering/animation engines within a GAN framework. Interestingly, we also demonstrate that such data can be used to rank algorithms, suggesting that Adversarial Imposters can also be used for ""in-the-tail"" validation at test-time, a notoriously difficult challenge for real-world deployment.",http://arxiv.org/pdf/1703.06283v2
,,,,,,1057,On Human Motion Prediction Using Recurrent Neural Networks,"Julieta Martinez, Michael J. Black, Javier Romero",On human motion prediction using recurrent neural networks,"Human motion modelling is a classical problem at the intersection of graphics and computer vision, with applications spanning human-computer interaction, motion synthesis, and motion prediction for virtual and augmented reality. Following the success of deep learning methods in several computer vision tasks, recent work has focused on using deep recurrent neural networks (RNNs) to model human motion, with the goal of learning time-dependent representations that perform tasks such as short-term motion prediction and long-term human motion synthesis. We examine recent work, with a focus on the evaluation methodologies commonly used in the literature, and show that, surprisingly, state-of-the-art performance can be achieved by a simple baseline that does not attempt to model motion at all. We investigate this result, and analyze recent RNN methods by looking at the architectures, loss functions, and training procedures used in state-of-the-art approaches. We propose three changes to the standard RNN models typically used for human motion, which result in a simple and scalable RNN architecture that obtains state-of-the-art performance on human motion prediction.",http://arxiv.org/pdf/1705.02445v1
,,,,,,1280,Learning and Refining of Privileged Information-Based RNNs for Action Recognition From Depth Sequences,"Zhiyuan Shi, Tae-Kyun Kim",Learning and Refining of Privileged Information-based RNNs for Action Recognition from Depth Sequences,"Existing RNN-based approaches for action recognition from depth sequences require either skeleton joints or hand-crafted depth features as inputs. An end-to-end manner, mapping from raw depth maps to action classes, is non-trivial to design due to the fact that: 1) single channel map lacks texture thus weakens the discriminative power; 2) relatively small set of depth training data. To address these challenges, we propose to learn an RNN driven by privileged information (PI) in three-steps: An encoder is pre-trained to learn a joint embedding of depth appearance and PI (i.e. skeleton joints). The learned embedding layers are then tuned in the learning step, aiming to optimize the network by exploiting PI in a form of multi-task loss. However, exploiting PI as a secondary task provides little help to improve the performance of a primary task (i.e. classification) due to the gap between them. Finally, a bridging matrix is defined to connect two tasks by discovering latent PI in the refining step. Our PI-based classification loss maintains a consistency between latent PI and predicted distribution. The latent PI and network are iteratively estimated and updated in an expectation-maximization procedure. The proposed learning process provides greater discriminative power to model subtle depth difference, while helping avoid overfitting the scarcer training data. Our experiments show significant performance gains over state-of-the-art methods on three public benchmark datasets and our newly collected Blanket dataset.",http://arxiv.org/pdf/1703.09625v3
,,,,,,2493,Quality Aware Network for Set to Set Recognition,"Yu Liu, Junjie Yan, Wanli Ouyang",Quality Aware Network for Set to Set Recognition,"This paper targets on the problem of set to set recognition, which learns the metric between two image sets. Images in each set belong to the same identity. Since images in a set can be complementary, they hopefully lead to higher accuracy in practical applications. However, the quality of each sample cannot be guaranteed, and samples with poor quality will hurt the metric. In this paper, the quality aware network (QAN) is proposed to confront this problem, where the quality of each sample can be automatically learned although such information is not explicitly provided in the training stage. The network has two branches, where the first branch extracts appearance feature embedding for each sample and the other branch predicts quality score for each sample. Features and quality scores of all samples in a set are then aggregated to generate the final feature embedding. We show that the two branches can be trained in an end-to-end manner given only the set-level identity annotation. Analysis on gradient spread of this mechanism indicates that the quality learned by the network is beneficial to set-to-set recognition and simplifies the distribution that the network needs to fit. Experiments on both face verification and person re-identification show advantages of the proposed QAN. The source code and network structure can be downloaded at https://github.com/sciencefans/Quality-Aware-Network.",http://arxiv.org/pdf/1704.03373v1
,,,,,,2644,Unite the People: Closing the Loop Between 3D and 2D Human Representations,"Christoph Lassner, Javier Romero, Martin Kiefel, Federica Bogo, Michael J. Black, Peter V. Gehler",Unite the People: Closing the Loop Between 3D and 2D Human Representations,"3D models provide a common ground for different representations of human bodies. In turn, robust 2D estimation has proven to be a powerful tool to obtain 3D fits ""in-the- wild"". However, depending on the level of detail, it can be hard to impossible to acquire labeled data for training 2D estimators on large scale. We propose a hybrid approach to this problem: with an extended version of the recently introduced SMPLify method, we obtain high quality 3D body model fits for multiple human pose datasets. Human annotators solely sort good and bad fits. This procedure leads to an initial dataset, UP-3D, with rich annotations. With a comprehensive set of experiments, we show how this data can be used to train discriminative models that produce results with an unprecedented level of detail: our models predict 31 segments and 91 landmark locations on the body. Using the 91 landmark pose estimator, we present state-of-the art results for 3D human pose and shape estimation using an order of magnitude less training data and without assumptions about gender or pose in the fitting procedure. We show that UP-3D can be enhanced with these improved fits to grow in quantity and quality, which makes the system deployable on large scale. The data, code and models are available for research purposes.",http://arxiv.org/pdf/1701.02468v2
,,,,,,2789,Deep Multitask Architecture for Integrated 2D and 3D Human Sensing,"Alin-Ionut Popa, Mihai Zanfir, Cristian Sminchisescu",Deep Multitask Architecture for Integrated 2D and 3D Human Sensing,"We propose a deep multitask architecture for \emph{fully automatic 2d and 3d human sensing} (DMHS), including \emph{recognition and reconstruction}, in \emph{monocular images}. The system computes the figure-ground segmentation, semantically identifies the human body parts at pixel level, and estimates the 2d and 3d pose of the person. The model supports the joint training of all components by means of multi-task losses where early processing stages recursively feed into advanced ones for increasingly complex calculations, accuracy and robustness. The design allows us to tie a complete training protocol, by taking advantage of multiple datasets that would otherwise restrictively cover only some of the model components: complex 2d image data with no body part labeling and without associated 3d ground truth, or complex 3d data with limited 2d background variability. In detailed experiments based on several challenging 2d and 3d datasets (LSP, HumanEva, Human3.6M), we evaluate the sub-structures of the model, the effect of various types of training data in the multitask loss, and demonstrate that state-of-the-art results can be achieved at all processing levels. We also show that in the wild our monocular RGB architecture is perceptually competitive to a state-of-the art (commercial) Kinect system based on RGB-D data.",http://arxiv.org/pdf/1701.08985v1
,,,,,,2790,"Quo Vadis, Action Recognition? A New Model and the Kinetics Dataset","JoÃ£o Carreira, Andrew Zisserman",,,
,,,,,Applications,2125,Identifying First-Person Camera Wearers in Third-Person Videos,"Chenyou Fan, Jangwon Lee, Mingze Xu, Krishna Kumar Singh, Yong Jae Lee, David J. Crandall, Michael S. Ryoo",Identifying First-person Camera Wearers in Third-person Videos,"We consider scenarios in which we wish to perform joint scene understanding, object tracking, activity recognition, and other tasks in environments in which multiple people are wearing body-worn cameras while a third-person static camera also captures the scene. To do this, we need to establish person-level correspondences across first- and third-person videos, which is challenging because the camera wearer is not visible from his/her own egocentric video, preventing the use of direct feature matching. In this paper, we propose a new semi-Siamese Convolutional Neural Network architecture to address this novel challenge. We formulate the problem as learning a joint embedding space for first- and third-person videos that considers both spatial- and motion-domain cues. A new triplet loss function is designed to minimize the distance between correct first- and third-person matches while maximizing the distance between incorrect ones. This end-to-end approach performs significantly better than several baselines, in part by learning the first- and third-person features optimized for matching jointly with the distance measure itself.",http://arxiv.org/pdf/1704.06340v1
,,,,,None of the above,1599,Learning to Rank Retargeted Images,"Yang Chen, Yong-Jin Liu, Yu-Kun Lai",Describing Human Aesthetic Perception by Deeply-learned Attributes from Flickr,"Many aesthetic models in computer vision suffer from two shortcomings: 1) the low descriptiveness and interpretability of those hand-crafted aesthetic criteria (i.e., nonindicative of region-level aesthetics), and 2) the difficulty of engineering aesthetic features adaptively and automatically toward different image sets. To remedy these problems, we develop a deep architecture to learn aesthetically-relevant visual attributes from Flickr1, which are localized by multiple textual attributes in a weakly-supervised setting. More specifically, using a bag-ofwords (BoW) representation of the frequent Flickr image tags, a sparsity-constrained subspace algorithm discovers a compact set of textual attributes (e.g., landscape and sunset) for each image. Then, a weakly-supervised learning algorithm projects the textual attributes at image-level to the highly-responsive image patches at pixel-level. These patches indicate where humans look at appealing regions with respect to each textual attribute, which are employed to learn the visual attributes. Psychological and anatomical studies have shown that humans perceive visual concepts hierarchically. Hence, we normalize these patches and feed them into a five-layer convolutional neural network (CNN) to mimick the hierarchy of human perceiving the visual attributes. We apply the learned deep features on image retargeting, aesthetics ranking, and retrieval. Both subjective and objective experimental results thoroughly demonstrate the competitiveness of our approach.",http://arxiv.org/pdf/1605.07699v1
,,,,,Biomedical Image/Video Analysis,2782,Parsing Images of Overlapping Organisms With Deep Singling-Out Networks,"Victor Yurchenko, Victor Lempitsky",Parsing Images of Overlapping Organisms with Deep Singling-Out Networks,"This work is motivated by the mostly unsolved task of parsing biological images with multiple overlapping articulated model organisms (such as worms or larvae). We present a general approach that separates the two main challenges associated with such data, individual object shape estimation and object groups disentangling. At the core of the approach is a deep feed-forward singling-out network (SON) that is trained to map each local patch to a vectorial descriptor that is sensitive to the characteristics (e.g. shape) of a central object, while being invariant to the variability of all other surrounding elements. Given a SON, a local image patch can be matched to a gallery of isolated elements using their SON-descriptors, thus producing a hypothesis about the shape of the central element in that patch. The image-level optimization based on integer programming can then pick a subset of the hypotheses to explain (parse) the whole image and disentangle groups of organisms.   While sharing many similarities with existing ""analysis-by-synthesis"" approaches, our method avoids the need for stochastic search in the high-dimensional configuration space and numerous rendering operations at test-time. We show that our approach can parse microscopy images of three popular model organisms (the C.Elegans roundworms, the Drosophila larvae, and the E.Coli bacteria) even under significant crowding and overlaps between organisms. We speculate that the overall approach is applicable to a wider class of image parsing problems concerned with crowded articulated objects, for which rendering training images is possible.",http://arxiv.org/pdf/1612.06017v1
,,,,,,3589,Fine-Tuning Convolutional Neural Networks for Biomedical Image Analysis: Actively and Incrementally,"Zongwei Zhou, Jae Shin, Lei Zhang, Suryakanth Gurudu, Michael Gotway, Jianming Liang",,,
,,,,,Computational Photography,999,Depth From Defocus in the Wild,"Huixuan Tang, Scott Cohen, Brian Price, Stephen Schiller, Kiriakos N. Kutulakos",,,
,,,,,,3231,Matting and Depth Recovery of Thin Structures Using a Focal Stack,"Chao Liu, Srinivasa G. Narasimhan, Artur W. Dubrawski",,,
,,,,,Image Motion & Tracking,155,Robust Interpolation of Correspondences for Large Displacement Optical Flow,"Yinlin Hu, Yunsong Li, Rui Song",EpicFlow: Edge-Preserving Interpolation of Correspondences for Optical Flow,"We propose a novel approach for optical flow estimation , targeted at large displacements with significant oc-clusions. It consists of two steps: i) dense matching by edge-preserving interpolation from a sparse set of matches; ii) variational energy minimization initialized with the dense matches. The sparse-to-dense interpolation relies on an appropriate choice of the distance, namely an edge-aware geodesic distance. This distance is tailored to handle occlusions and motion boundaries -- two common and difficult issues for optical flow computation. We also propose an approximation scheme for the geodesic distance to allow fast computation without loss of performance. Subsequent to the dense interpolation step, standard one-level variational energy minimization is carried out on the dense matches to obtain the final flow estimation. The proposed approach, called Edge-Preserving Interpolation of Correspondences (EpicFlow) is fast and robust to large displacements. It significantly outperforms the state of the art on MPI-Sintel and performs on par on Kitti and Middlebury.",http://arxiv.org/pdf/1501.02565v2
,,,,,,1608,Large Margin Object Tracking With Circulant Feature Maps,"Mengmeng Wang, Yong Liu, Zeyi Huang",Large Margin Object Tracking with Circulant Feature Maps,"Structured output support vector machine (SVM) based tracking algorithms have shown favorable performance recently. Nonetheless, the time-consuming candidate sampling and complex optimization limit their real-time applications. In this paper, we propose a novel large margin object tracking method which absorbs the strong discriminative ability from structured output SVM and speeds up by the correlation filter algorithm significantly. Secondly, a multimodal target detection technique is proposed to improve the target localization precision and prevent model drift introduced by similar objects or background noise. Thirdly, we exploit the feedback from high-confidence tracking results to avoid the model corruption problem. We implement two versions of the proposed tracker with the representations from both conventional hand-crafted and deep convolution neural networks (CNNs) based features to validate the strong compatibility of the algorithm. The experimental results demonstrate that the proposed tracker performs superiorly against several state-of-the-art algorithms on the challenging benchmark sequences while runs at speed in excess of 80 frames per second. The source code and experimental results will be made publicly available.",http://arxiv.org/pdf/1703.05020v2
,,,,,,1725,Minimum Delay Moving Object Detection,"Dong Lao, Ganesh Sundaramoorthi",Quickest Moving Object Detection,"We present a general framework and method for simultaneous detection and segmentation of an object in a video that moves (or comes into view of the camera) at some unknown time in the video. The method is an online approach based on motion segmentation, and it operates under dynamic backgrounds caused by a moving camera or moving nuisances. The goal of the method is to detect and segment the object as soon as it moves. Due to stochastic variability in the video and unreliability of the motion signal, several frames are needed to reliably detect the object. The method is designed to detect and segment with minimum delay subject to a constraint on the false alarm rate. The method is derived as a problem of Quickest Change Detection. Experiments on a dataset show the effectiveness of our method in minimizing detection delay subject to false alarm constraints.",http://arxiv.org/pdf/1605.07369v1
,,,,,,1758,Multi-Task Correlation Particle Filter for Robust Object Tracking,"Tianzhu Zhang, Changsheng Xu, Ming-Hsuan Yang",,,
,,,,,,1996,Attentional Correlation Filter Network for Adaptive Visual Tracking,"Jongwon Choi, Hyung Jin Chang, Sangdoo Yun, Tobias Fischer, Yiannis Demiris, Jin Young Choi",,,
,,,,,,2157,The World of Fast Moving Objects,"Denys Rozumnyi, Jan Kotera, Filip Å roubek, LukÃ¡Å¡ NovotnÃ_, JiÅ™Ã_ Matas",The World of Fast Moving Objects,"The notion of a Fast Moving Object (FMO), i.e. an object that moves over a distance exceeding its size within the exposure time, is introduced. FMOs may, and typically do, rotate with high angular speed. FMOs are very common in sports videos, but are not rare elsewhere. In a single frame, such objects are often barely visible and appear as semi-transparent streaks.   A method for the detection and tracking of FMOs is proposed. The method consists of three distinct algorithms, which form an efficient localization pipeline that operates successfully in a broad range of conditions. We show that it is possible to recover the appearance of the object and its axis of rotation, despite its blurred appearance. The proposed method is evaluated on a new annotated dataset. The results show that existing trackers are inadequate for the problem of FMO localization and a new approach is required. Two applications of localization, temporal super-resolution and highlighting, are presented.",http://arxiv.org/pdf/1611.07889v1
,,,,,,2792,Discriminative Correlation Filter With Channel and Spatial Reliability,"Alan LukeÅ_iÄç, TomÃ¡Å¡ VojÃ_Å™, Luka ÄŒehovin Zajc, JiÅ™Ã_ Matas, Matej Kristan",Discriminative Correlation Filter with Channel and Spatial Reliability,"Short-term tracking is an open and challenging problem for which discriminative correlation filters (DCF) have shown excellent performance. We introduce the channel and spatial reliability concepts to DCF tracking and provide a novel learning algorithm for its efficient and seamless integration in the filter update and the tracking process. The spatial reliability map adjusts the filter support to the part of the object suitable for tracking. This both allows to enlarge the search region and improves tracking of non-rectangular objects. Reliability scores reflect channel-wise quality of the learned filters and are used as feature weighting coefficients in localization. Experimentally, with only two simple standard features, HoGs and Colornames, the novel CSR-DCF method -- DCF with Channel and Spatial Reliability -- achieves state-of-the-art results on VOT 2016, VOT 2015 and OTB100. The CSR-DCF runs in real-time on a CPU.",http://arxiv.org/pdf/1611.08461v1
,,,,,Low- & Mid-Level Vision,411,Learning Deep Binary Descriptor With Multi-Quantization,"Yueqi Duan, Jiwen Lu, Ziwei Wang, Jianjiang Feng, Jie Zhou",,,
,,,,,,1125,One-To-Many Network for Visually Pleasing Compression Artifacts Reduction,"Jun Guo, Hongyang Chao",One-to-Many Network for Visually Pleasing Compression Artifacts Reduction,"We consider the compression artifacts reduction problem, where a compressed image is transformed into an artifact-free image. Recent approaches for this problem typically train a one-to-one mapping using a per-pixel $L_2$ loss between the outputs and the ground-truths. We point out that these approaches used to produce overly smooth results, and PSNR doesn't reflect their real performance. In this paper, we propose a one-to-many network, which measures output quality using a perceptual loss, a naturalness loss, and a JPEG loss. We also avoid grid-like artifacts during deconvolution using a ""shift-and-average"" strategy. Extensive experimental results demonstrate the dramatic visual improvement of our approach over the state of the arts.",http://arxiv.org/pdf/1611.04994v2
,,,,,,1402,Gated Feedback Refinement Network for Dense Image Labeling,"Md Amirul Islam, Mrigank Rochan, Neil D. B. Bruce, Yang Wang",,,
,,,,,,1843,BRISKS: Binary Features for Spherical Images on a Geodesic Grid,"Hao Guan, William A. P. Smith",,,
,,,,,,1936,Superpixels and Polygons Using Simple Non-Iterative Clustering,"Radhakrishna Achanta, Sabine SÃ_sstrunk",,,
,,,,,,2237,Hardware-Efficient Guided Image Filtering for Multi-Label Problem,"Longquan Dai, Mengke Yuan, Zechao Li, Xiaopeng Zhang, Jinhui Tang",,,
,,,,,,2763,Alternating Direction Graph Matching,"D. KhuÃª LÃª-Huu, Nikos Paragios",Matching Connectivity: On the Structure of Graphs with Perfect Matchings,"We introduce the concept of matching connectivity as a notion of connectivity in graph admitting perfect matchings which heavily relies on the structural properties of those matchings. We generalise a result of Robertson, Seymour and Thomas for bipartite graphs with perfect matchings (see [Neil Roberts, Paul D Seymour, and Robin Thomas. Permanents, pfaffian orientations, and even directed curcuits. Annals of Mathematics, 150(2):929-975, 1999]) in order to obtain a concept of alternating paths that turns out to be sufficient for the description of our connectivity parameter. We introduce some basic properties of matching connectivity and prove a Menger-type result for matching n-connected graphs. Furthermore, we show that matching connectivity fills a gap in the investigation of n-extendable graphs and their connectivity properties. To be more precise we show that every n-extendable graph is matching n-connected and for the converse every matching (n+1)-connected graph either is n-extendable, or belongs to a well described class of graphs: the brace h-critical graphs.",http://arxiv.org/pdf/1704.00493v1
,,,,,,3129,Learning Discriminative and Transformation Covariant Local Feature Detectors,"Xu Zhang, Felix X. Yu, Svebor Karaman, Shih-Fu Chang",,,
,,,,,Machine Learning,47,Correlational Gaussian Processes for Cross-Domain Visual Recognition,"Chengjiang Long, Gang Hua",,,
,,,,,,64,DeLiGAN : Generative Adversarial Networks for Diverse and Limited Data,"Swaminathan Gurumurthy, Ravi Kiran Sarvadevabhatla, R. Venkatesh Babu",DeLiGAN : Generative Adversarial Networks for Diverse and Limited Data,"A class of recent approaches for generating images, called Generative Adversarial Networks (GAN), have been used to generate impressively realistic images of objects, bedrooms, handwritten digits and a variety of other image modalities. However, typical GAN-based approaches require large amounts of training data to capture the diversity across the image modality. In this paper, we propose DeLiGAN -- a novel GAN-based architecture for diverse and limited training data scenarios. In our approach, we reparameterize the latent generative space as a mixture model and learn the mixture model's parameters along with those of GAN. This seemingly simple modification to the GAN framework is surprisingly effective and results in models which enable diversity in generated samples although trained with limited data. In our work, we show that DeLiGAN can generate images of handwritten digits, objects and hand-drawn sketches, all using limited amounts of data. To quantitatively characterize intra-class diversity of generated samples, we also introduce a modified version of ""inception-score"", a measure which has been found to correlate well with human assessment of generated samples.",http://arxiv.org/pdf/1706.02071v1
,,,,,,586,A Dual Ascent Framework for Lagrangean Decomposition of Combinatorial Problems,"Paul Swoboda, Jan Kuske, Bogdan Savchynskyy",A Dual Ascent Framework for Lagrangean Decomposition of Combinatorial Problems,"We propose a general dual ascent framework for Lagrangean decomposition of combinatorial problems. Although methods of this type have shown their efficiency for a number of problems, so far there was no general algorithm applicable to multiple problem types. In his work, we propose such a general algorithm. It depends on several parameters, which can be used to optimize its performance in each particular setting. We demonstrate efficacy of our method on graph matching and multicut problems, where it outperforms state-of-the-art solvers including those based on subgradient optimization and off-the-shelf linear programming solvers.",http://arxiv.org/pdf/1612.05460v2
,,,,,,160,Oriented Response Networks,"Yanzhao Zhou, Qixiang Ye, Qiang Qiu, Jianbin Jiao",Oriented Response Networks,"Deep Convolution Neural Networks (DCNNs) are capable of learning unprecedentedly effective image representations. However, their ability in handling significant local and global image rotations remains limited. In this paper, we propose Active Rotating Filters (ARFs) that actively rotate during convolution and produce feature maps with location and orientation explicitly encoded. An ARF acts as a virtual filter bank containing the filter itself and its multiple unmaterialised rotated versions. During back-propagation, an ARF is collectively updated using errors from all its rotated versions. DCNNs using ARFs, referred to as Oriented Response Networks (ORNs), can produce within-class rotation-invariant deep features while maintaining inter-class discrimination for classification tasks. The oriented response produced by ORNs can also be used for image and object orientation estimation tasks. Over multiple state-of-the-art DCNN architectures, such as VGG, ResNet, and STN, we consistently observe that replacing regular filters with the proposed ARFs leads to significant reduction in the number of network parameters and improvement in classification performance. We report the best results on several commonly used benchmarks.",http://arxiv.org/pdf/1701.01833v1
,,,,,,527,Missing Modalities Imputation via Cascaded Residual Autoencoder,"Luan Tran, Xiaoming Liu, Jiayu Zhou, Rong Jin",,,
,,,,,,539,Efficient Optimization for Hierarchically-structured Interacting Segments (HINTS),"Hossam Isack, Olga Veksler, Ipek Oguz, Milan Sonka, Yuri Boykov",Efficient optimization for Hierarchically-structured Interacting Segments (HINTS),"We propose an effective optimization algorithm for a general hierarchical segmentation model with geometric interactions between segments. Any given tree can specify a partial order over object labels defining a hierarchy. It is well-established that segment interactions, such as inclusion/exclusion and margin constraints, make the model significantly more discriminant. However, existing optimization methods do not allow full use of such models. Generic -expansion results in weak local minima, while common binary multi-layered formulations lead to non-submodularity, complex high-order potentials, or polar domain unwrapping and shape biases. In practice, applying these methods to arbitrary trees does not work except for simple cases. Our main contribution is an optimization method for the Hierarchically-structured Interacting Segments (HINTS) model with arbitrary trees. Our Path-Moves algorithm is based on multi-label MRF formulation and can be seen as a combination of well-known a-expansion and Ishikawa techniques. We show state-of-the-art biomedical segmentation for many diverse examples of complex trees.",http://arxiv.org/pdf/1703.10530v1
,,,,,,588,A Message Passing Algorithm for the Minimum Cost Multicut Problem,"Paul Swoboda, Bjoern Andres",A Message Passing Algorithm for the Minimum Cost Multicut Problem,"We propose a dual decomposition and linear program relaxation of the NP -hard minimum cost multicut problem. Unlike other polyhedral relaxations of the multicut polytope, it is amenable to efficient optimization by message passing. Like other polyhedral elaxations, it can be tightened efficiently by cutting planes. We define an algorithm that alternates between message passing and efficient separation of cycle- and odd-wheel inequalities. This algorithm is more efficient than state-of-the-art algorithms based on linear programming, including algorithms written in the framework of leading commercial software, as we show in experiments with large instances of the problem from applications in computer vision, biomedical image analysis and data mining.",http://arxiv.org/pdf/1612.05441v2
,,,,,,1027,End-To-End Representation Learning for Correlation Filter Based Tracking,"Jack Valmadre, Luca Bertinetto, JoÃ£o Henriques, Andrea Vedaldi, Philip H. S. Torr",End-to-end representation learning for Correlation Filter based tracking,"The Correlation Filter is an algorithm that trains a linear template to discriminate between images and their translations. It is well suited to object tracking because its formulation in the Fourier domain provides a fast solution, enabling the detector to be re-trained once per frame. Previous works that use the Correlation Filter, however, have adopted features that were either manually designed or trained for a different task. This work is the first to overcome this limitation by interpreting the Correlation Filter learner, which has a closed-form solution, as a differentiable layer in a deep neural network. This enables learning deep features that are tightly coupled to the Correlation Filter. Experiments illustrate that our method has the important practical benefit of allowing lightweight architectures to achieve state-of-the-art performance at high framerates.",http://arxiv.org/pdf/1704.06036v1
,,,,,,1311,Filter Flow Made Practical: Massively Parallel and Lock-Free,"Sathya N. Ravi, Yunyang Xiong, Lopamudra Mukherjee, Vikas Singh",,,
,,,,,,1315,Online Graph Completion: Multivariate Signal Recovery in Computer Vision,"Won Hwa Kim, Mona Jalal, Seongjae Hwang, Sterling C. Johnson, Vikas Singh",,,
