Paper ID,Paper Title,Authors,Title-arxiv,Abstract,URL
1107,Visual Transformation Aided Contrastive Learning for Video-Based Kinship Verification,Hamdi Dibeklioğlu,,,
945,Decoder Network Over Lightweight Reconstructed Feature for Fast Semantic Style Transfer,Ming Lu; Hao Zhao; Anbang Yao; Feng Xu; Yurong Chen; Li Zhang,,,
996,Blind Image Deblurring With Outlier Handling,Jiangxin Dong; Jinshan Pan; Zhixun Su; Ming-Hsuan Yang,,,
1075,Paying Attention to Descriptions Generated by Image Captioning Models,Hamed R. Tavakoli; Rakshith Shetty; Ali Borji; Jorma Laaksonen,Paying Attention to Descriptions Generated by Image Captioning Models,"To bridge the gap between humans and machines in image understanding and describing, we need further insight into how people describe a perceived scene. In this paper, we study the agreement between bottom-up saliency-based visual attention and object referrals in scene description constructs. We investigate the properties of human-written descriptions and machine-generated ones. We then propose a saliency-boosted image captioning model in order to investigate benefits from low-level cues in language models. We learn that (1) humans mention more salient objects earlier than less salient ones in their descriptions, (2) the better a captioning model performs, the better attention agreement it has with human descriptions, (3) the proposed saliency-boosted model, compared to its baseline form, does not improve significantly on the MS COCO database, indicating explicit bottom-up boosting does not help when the task is well learnt and tuned on a data, (4) a better generalization is, however, observed for the saliency-boosted model on unseen data.",http://arxiv.org/pdf/1704.07434v3
1134,Fast Image Processing With Fully-Convolutional Networks,Qifeng Chen; Jia Xu; Vladlen Koltun,Fully Convolutional Neural Networks for Crowd Segmentation,"In this paper, we propose a fast fully convolutional neural network (FCNN) for crowd segmentation. By replacing the fully connected layers in CNN with 1 by 1 convolution kernels, FCNN takes whole images as inputs and directly outputs segmentation maps by one pass of forward propagation. It has the property of translation invariance like patch-by-patch scanning but with much lower computation cost. Once FCNN is learned, it can process input images of any sizes without warping them to a standard size. These attractive properties make it extendable to other general image segmentation problems. Based on FCNN, a multi-stage deep learning is proposed to integrate appearance and motion cues for crowd segmentation. Both appearance filters and motion filers are pretrained stage-by-stage and then jointly optimized. Different combination methods are investigated. The effectiveness of our approach and component-wise analysis are evaluated on two crowd segmentation datasets created by us, which include image frames from 235 and 11 scenes, respectively. They are currently the largest crowd segmentation datasets and will be released to the public.",http://arxiv.org/pdf/1411.4464v1
1152,Robust Video Super-Resolution With Learned Temporal Dynamics,Ding Liu; Zhaowen Wang; Yuchen Fan; Xianming Liu; Zhangyang Wang; Shiyu Chang; Thomas Huang,,,
1167,Should We Encode Rain Streaks in Video as Deterministic or Stochastic?,Wei Wei; Lixuan Yi; Qi Xie; Qian Zhao; Deyu Meng; Zongben Xu,,,
1199,Joint Bi-Layer Optimization for Single-Image Rain Streak Removal,Lei Zhu; Chi-Wing Fu; Dani Lischinski; Pheng-Ann Heng,,,
923,Low-Dimensionality Calibration Through Local Anisotropic Scaling for Robust Hand Model Personalization,Edoardo Remelli; Anastasia Tkach; Andrea Tagliasacchi; Mark Pauly,,,
1098,Non-Markovian Globally Consistent Multi-Object Tracking,Andrii Maksai; Xinchao Wang; François Fleuret; Pascal Fua,,,
1118,CREST: Convolutional Residual Learning for Visual Tracking,Yibing Song; Chao Ma; Lijun Gong; Jiawei Zhang; Rynson W. H. Lau; Ming-Hsuan Yang,CREST: Convolutional Residual Learning for Visual Tracking,"Discriminative correlation filters (DCFs) have been shown to perform superiorly in visual tracking. They only need a small set of training samples from the initial frame to generate an appearance model. However, existing DCFs learn the filters separately from feature extraction, and update these filters using a moving average operation with an empirical weight. These DCF trackers hardly benefit from the end-to-end training. In this paper, we propose the CREST algorithm to reformulate DCFs as a one-layer convolutional neural network. Our method integrates feature extraction, response map generation as well as model update into the neural networks for an end-to-end training. To reduce model degradation during online update, we apply residual learning to take appearance changes into account. Extensive experiments on the benchmark datasets demonstrate that our CREST tracker performs favorably against state-of-the-art trackers.",http://arxiv.org/pdf/1708.00225v1
1123,Volumetric Flow Estimation for Incompressible Fluids Using the Stationary Stokes Equations,Katrin Lasinger; Christoph Vogel; Konrad Schindler,,,
1149,"Bounding Boxes, Segmentations and Object Coordinates: How Important Is Recognition for 3D Scene Flow Estimation in Autonomous Driving Scenarios?",Aseem Behl; Omid Hosseini Jafari; Siva Karthik Mustikovela; Hassan Abu Alhaija; Carsten Rother; Andreas Geiger,,,
1020,Performance Guaranteed Network Acceleration via High-Order Residual Quantization,Zefan Li; Bingbing Ni; Wenjun Zhang; Xiaokang Yang; Wen Gao,Performance Guaranteed Network Acceleration via High-Order Residual Quantization,"Input binarization has shown to be an effective way for network acceleration. However, previous binarization scheme could be regarded as simple pixel-wise thresholding operations (i.e., order-one approximation) and suffers a big accuracy loss. In this paper, we propose a highorder binarization scheme, which achieves more accurate approximation while still possesses the advantage of binary operation. In particular, the proposed scheme recursively performs residual quantization and yields a series of binary input images with decreasing magnitude scales. Accordingly, we propose high-order binary filtering and gradient propagation operations for both forward and backward computations. Theoretical analysis shows approximation error guarantee property of proposed method. Extensive experimental results demonstrate that the proposed scheme yields great recognition accuracy while being accelerated.",http://arxiv.org/pdf/1708.08687v1
966,Deep Metric Learning With Angular Loss,Jian Wang; Feng Zhou; Shilei Wen; Xiao Liu; Yuanqing Lin,Deep Metric Learning with Angular Loss,"The modern image search system requires semantic understanding of image, and a key yet under-addressed problem is to learn a good metric for measuring the similarity between images. While deep metric learning has yielded impressive performance gains by extracting high level abstractions from image data, a proper objective loss function becomes the central issue to boost the performance. In this paper, we propose a novel angular loss, which takes angle relationship into account, for learning better similarity metric. Whereas previous metric learning methods focus on optimizing the similarity (contrastive loss) or relative similarity (triplet loss) of image pairs, our proposed method aims at constraining the angle at the negative point of triplet triangles. Several favorable properties are observed when compared with conventional methods. First, scale invariance is introduced, improving the robustness of objective against feature variance. Second, a third-order geometric constraint is inherently imposed, capturing additional local structure of triplet triangles than contrastive loss or triplet loss. Third, better convergence has been demonstrated by experiments on three publicly available datasets.",http://arxiv.org/pdf/1708.01682v1
971,Compositional Human Pose Regression,Xiao Sun; Jiaxiang Shang; Shuang Liang; Yichen Wei,Compositional Human Pose Regression,"Regression based methods are not performing as well as detection based methods for human pose estimation. A central problem is that the structural information in the pose is not well exploited in the previous regression methods. In this work, we propose a structure-aware regression approach. It adopts a reparameterized pose representation using bones instead of joints. It exploits the joint connection structure to define a compositional loss function that encodes the long range interactions in the pose. It is simple, effective, and general for both 2D and 3D pose estimation in a unified setting. Comprehensive evaluation validates the effectiveness of our approach. It significantly advances the state-of-the-art on Human3.6M and is competitive with state-of-the-art results on MPII.",http://arxiv.org/pdf/1704.00159v3
1112,MUTAN: Multimodal Tucker Fusion for Visual Question Answering,Hedi Ben-younes; Remi Cadene; Matthieu Cord; Nicolas Thome,MUTAN: Multimodal Tucker Fusion for Visual Question Answering,"Bilinear models provide an appealing framework for mixing and merging information in Visual Question Answering (VQA) tasks. They help to learn high level associations between question meaning and visual concepts in the image, but they suffer from huge dimensionality issues. We introduce MUTAN, a multimodal tensor-based Tucker decomposition to efficiently parametrize bilinear interactions between visual and textual representations. Additionally to the Tucker framework, we design a low-rank matrix-based decomposition to explicitly constrain the interaction rank. With MUTAN, we control the complexity of the merging scheme while keeping nice interpretable fusion relations. We show how our MUTAN model generalizes some of the latest VQA architectures, providing state-of-the-art results.",http://arxiv.org/pdf/1705.06676v1
1126,Revisiting IM2GPS in the Deep Learning Era,Nam Vo; Nathan Jacobs; James Hays,Revisiting IM2GPS in the Deep Learning Era,"Image geolocalization, inferring the geographic location of an image, is a challenging computer vision problem with many potential applications. The recent state-of-the-art approach to this problem is a deep image classification approach in which the world is spatially divided into cells and a deep network is trained to predict the correct cell for a given image. We propose to combine this approach with the original Im2GPS approach in which a query image is matched against a database of geotagged images and the location is inferred from the retrieved set. We estimate the geographic location of a query image by applying kernel density estimation to the locations of its nearest neighbors in the reference database. Interestingly, we find that the best features for our retrieval task are derived from networks trained with classification loss even though we do not use a classification approach at test time. Training with classification loss outperforms several deep feature learning methods (e.g. Siamese networks with contrastive of triplet loss) more typical for retrieval applications. Our simple approach achieves state-of-the-art geolocalization accuracy while also requiring significantly less training data.",http://arxiv.org/pdf/1705.04838v1
1143,Scene Parsing With Global Context Embedding,Wei-Chih Hung; Yi-Hsuan Tsai; Xiaohui Shen; Zhe Lin; Kalyan Sunkavalli; Xin Lu; Ming-Hsuan Yang,,,
1154,A Simple yet Effective Baseline for 3D Human Pose Estimation,Julieta Martinez; Rayat Hossain; Javier Romero; James J. Little,A simple yet effective baseline for 3d human pose estimation,"Following the success of deep convolutional networks, state-of-the-art methods for 3d human pose estimation have focused on deep end-to-end systems that predict 3d joint locations given raw image pixels. Despite their excellent performance, it is often not easy to understand whether their remaining error stems from a limited 2d pose (visual) understanding, or from a failure to map 2d poses into 3-dimensional positions. With the goal of understanding these sources of error, we set out to build a system that given 2d joint locations predicts 3d positions. Much to our surprise, we have found that, with current technology, ""lifting"" ground truth 2d joint locations to 3d space is a task that can be solved with a remarkably low error rate: a relatively simple deep feed-forward network outperforms the best reported result by about 30\% on Human3.6M, the largest publicly available 3d pose estimation benchmark. Furthermore, training our system on the output of an off-the-shelf state-of-the-art 2d detector (\ie, using images as input) yields state of the art results -- this includes an array of systems that have been trained end-to-end specifically for this task. Our results indicate that a large portion of the error of modern deep 3d pose estimation systems stems from their visual analysis, and suggests directions to further advance the state of the art in 3d human pose estimation.",http://arxiv.org/pdf/1705.03098v2
1163,Dual-Glance Model for Deciphering Social Relationships,Junnan Li; Yongkang Wong; Qi Zhao; Mohan S. Kankanhalli,Dual-Glance Model for Deciphering Social Relationships,"Since the beginning of early civilizations, social relationships derived from each individual fundamentally form the basis of social structure in our daily life. In the computer vision literature, much progress has been made in scene understanding, such as object detection and scene parsing. Recent research focuses on the relationship between objects based on its functionality and geometrical relations. In this work, we aim to study the problem of social relationship recognition, in still images. We have proposed a dual-glance model for social relationship recognition, where the first glance fixates at the individual pair of interest and the second glance deploys attention mechanism to explore contextual cues. We have also collected a new large scale People in Social Context (PISC) dataset, which comprises of 22,670 images and 76,568 annotated samples from 9 types of social relationship. We provide benchmark results on the PISC dataset, and qualitatively demonstrate the efficacy of the proposed model.",http://arxiv.org/pdf/1708.00634v1
1166,Sketching With Style: Visual Search With Sketches and Aesthetic Context,John Collomosse; Tu Bui; Michael J. Wilber; Chen Fang; Hailin Jin,,,
1273,Point Set Registration With Global-Local Correspondence and Transformation Estimation,Su Zhang; Yang Yang; Kun Yang; Yi Luo; Sim-Heng Ong,,,
1068,SceneNet RGB-D: Can 5M Synthetic Images Beat Generic ImageNet Pre-Training on Indoor Segmentation?,John McCormac; Ankur Handa; Stefan Leutenegger; Andrew J. Davison,,,
1102,A Unified Model for Near and Remote Sensing,Scott Workman; Menghua Zhai; David J. Crandall; Nathan Jacobs,A Unified Model for Near and Remote Sensing,"We propose a novel convolutional neural network architecture for estimating geospatial functions such as population density, land cover, or land use. In our approach, we combine overhead and ground-level images in an end-to-end trainable neural network, which uses kernel regression and density estimation to convert features extracted from the ground-level images into a dense feature map. The output of this network is a dense estimate of the geospatial function in the form of a pixel-level labeling of the overhead image. To evaluate our approach, we created a large dataset of overhead and ground-level images from a major urban area with three sets of labels: land use, building function, and building age. We find that our approach is more accurate for all tasks, in some cases dramatically so.",http://arxiv.org/pdf/1708.03035v1
1103,Directionally Convolutional Networks for 3D Shape Segmentation,Haotian Xu; Ming Dong; Zichun Zhong,,,
1142,AMAT: Medial Axis Transform for Natural Images,Stavros Tsogkas; Sven Dickinson,AMAT: Medial Axis Transform for Natural Images,"We introduce Appearance-MAT (AMAT), a generalization of the medial axis transform for natural images, that is framed as a weighted geometric set cover problem. We make the following contributions: i) we extend previous medial point detection methods for color images, by associating each medial point with a local scale; ii) inspired by the invertibility property of the binary MAT, we also associate each medial point with a local encoding that allows us to invert the AMAT, reconstructing the input image; iii) we describe a clustering scheme that takes advantage of the additional scale and appearance information to group individual points into medial branches, providing a shape decomposition of the underlying image regions. In our experiments, we show state-of-the-art performance in medial point detection on Berkeley Medial AXes (BMAX500), a new dataset of medial axes based on the BSDS500 database, and good generalization on the SK506 and WH-SYMMAX datasets. We also measure the quality of reconstructed images from BMAX500, obtained by inverting their computed AMAT. Our approach delivers significantly better reconstruction quality with respect to three baselines, using just 10% of the image pixels. Our code and annotations are available at https://github.com/tsogkas/amat .",http://arxiv.org/pdf/1703.08628v2
1192,Deep Dual Learning for Semantic Image Segmentation,Ping Luo; Guangrun Wang; Liang Lin; Xiaogang Wang,An Adaptive Sampling Scheme to Efficiently Train Fully Convolutional Networks for Semantic Segmentation,"Deep convolutional neural networks (CNNs) have shown excellent performance in object recognition tasks and dense classification problems such as semantic segmentation. However, training deep neural networks on large and sparse datasets is still challenging and can require large amounts of computation and memory. In this work, we address the task of performing semantic segmentation on large data sets, such as three-dimensional medical images. We propose an adaptive sampling scheme that uses a-posterior error maps, generated throughout training, to focus sampling on difficult regions, resulting in improved learning. Our contribution is threefold: 1) We give a detailed description of the proposed sampling algorithm to speed up and improve learning performance on large images. We propose a deep dual path CNN that captures information at fine and coarse scales, resulting in a network with a large field of view and high resolution outputs. We show that our method is able to attain new state-of-the-art results on the VISCERAL Anatomy benchmark.",http://arxiv.org/pdf/1709.02764v3
1251,Regional Interactive Image Segmentation Networks,Jun Hao Liew; Yunchao Wei; Wei Xiong; Sim-Heng Ong; Jiashi Feng,Icon: An Interactive Approach to Train Deep Neural Networks for Segmentation of Neuronal Structures,"We present an interactive approach to train a deep neural network pixel classifier for the segmentation of neuronal structures. An interactive training scheme reduces the extremely tedious manual annotation task that is typically required for deep networks to perform well on image segmentation problems. Our proposed method employs a feedback loop that captures sparse annotations using a graphical user interface, trains a deep neural network based on recent and past annotations, and displays the prediction output to users in almost real-time. Our implementation of the algorithm also allows multiple users to provide annotations in parallel and receive feedback from the same classifier. Quick feedback on classifier performance in an interactive setting enables users to identify and label examples that are more important than others for segmentation purposes. Our experiments show that an interactively-trained pixel classifier produces better region segmentation results on Electron Microscopy (EM) images than those generated by a network of the same architecture trained offline on exhaustive ground-truth labels.",http://arxiv.org/pdf/1610.09032v1
936,Learning Efficient Convolutional Networks Through Network Slimming,Zhuang Liu; Jianguo Li; Zhiqiang Shen; Gao Huang; Shoumeng Yan; Changshui Zhang,Learning Efficient Convolutional Networks through Network Slimming,"The deployment of deep convolutional neural networks (CNNs) in many real world applications is largely hindered by their high computational cost. In this paper, we propose a novel learning scheme for CNNs to simultaneously 1) reduce the model size; 2) decrease the run-time memory footprint; and 3) lower the number of computing operations, without compromising accuracy. This is achieved by enforcing channel-level sparsity in the network in a simple but effective way. Different from many existing approaches, the proposed method directly applies to modern CNN architectures, introduces minimum overhead to the training process, and requires no special software/hardware accelerators for the resulting models. We call our approach network slimming, which takes wide and large networks as input models, but during training insignificant channels are automatically identified and pruned afterwards, yielding thin and compact models with comparable accuracy. We empirically demonstrate the effectiveness of our approach with several state-of-the-art CNN models, including VGGNet, ResNet and DenseNet, on various image classification datasets. For VGGNet, a multi-pass version of network slimming gives a 20x reduction in model size and a 5x reduction in computing operations.",http://arxiv.org/pdf/1708.06519v1
997,CVAE-GAN: Fine-Grained Image Generation Through Asymmetric Training,Jianmin Bao; Dong Chen; Fang Wen; Houqiang Li; Gang Hua,,,
1046,Universal Adversarial Perturbations Against Semantic Image Segmentation,Jan Hendrik Metzen; Mummadi Chaithanya Kumar; Thomas Brox; Volker Fischer,Universal Adversarial Perturbations Against Semantic Image Segmentation,"While deep learning is remarkably successful on perceptual tasks, it was also shown to be vulnerable to adversarial perturbations of the input. These perturbations denote noise added to the input that was generated specifically to fool the system while being quasi-imperceptible for humans. More severely, there even exist universal perturbations that are input-agnostic but fool the network on the majority of inputs. While recent work has focused on image classification, this work proposes attacks against semantic image segmentation: we present an approach for generating (universal) adversarial perturbations that make the network yield a desired target segmentation as output. We show empirically that there exist barely perceptible universal noise patterns which result in nearly the same predicted segmentation for arbitrary inputs. Furthermore, we also show the existence of universal noise which removes a target class (e.g., all pedestrians) from the segmentation while leaving the segmentation mostly unchanged otherwise.",http://arxiv.org/pdf/1704.05712v3
1052,Associative Domain Adaptation,Philip Haeusser; Thomas Frerix; Alexander Mordvintsev; Daniel Cremers,Associative Domain Adaptation,"We propose associative domain adaptation, a novel technique for end-to-end domain adaptation with neural networks, the task of inferring class labels for an unlabeled target domain based on the statistical properties of a labeled source domain. Our training scheme follows the paradigm that in order to effectively derive class labels for the target domain, a network should produce statistically domain invariant embeddings, while minimizing the classification error on the labeled source domain. We accomplish this by reinforcing associations between source and target data directly in embedding space. Our method can easily be added to any existing classification network with no structural and almost no computational overhead. We demonstrate the effectiveness of our approach on various benchmarks and achieve state-of-the-art results across the board with a generic convolutional neural network architecture not specifically tuned to the respective tasks. Finally, we show that the proposed association loss produces embeddings that are more effective for domain adaptation compared to methods employing maximum mean discrepancy as a similarity measure in embedding space.",http://arxiv.org/pdf/1708.00938v1
1119,Introspective Neural Networks for Generative Modeling,Justin Lazarow; Long Jin; Zhuowen Tu,,,
1136,Towards a Unified Compositional Model for Visual Pattern Modeling,Wei Tang; Pei Yu; Jiahuan Zhou; Ying Wu,,,
1174,Least Squares Generative Adversarial Networks,Xudong Mao; Qing Li; Haoran Xie; Raymond Y.K. Lau; Zhen Wang; Stephen Paul Smolley,Least Squares Generative Adversarial Networks,"Unsupervised learning with generative adversarial networks (GANs) has proven hugely successful. Regular GANs hypothesize the discriminator as a classifier with the sigmoid cross entropy loss function. However, we found that this loss function may lead to the vanishing gradients problem during the learning process. To overcome such a problem, we propose in this paper the Least Squares Generative Adversarial Networks (LSGANs) which adopt the least squares loss function for the discriminator. We show that minimizing the objective function of LSGAN yields minimizing the Pearson $\chi^2$ divergence. There are two benefits of LSGANs over regular GANs. First, LSGANs are able to generate higher quality images than regular GANs. Second, LSGANs perform more stable during the learning process. We evaluate LSGANs on five scene datasets and the experimental results show that the images generated by LSGANs are of better quality than the ones generated by regular GANs. We also conduct two comparison experiments between LSGANs and regular GANs to illustrate the stability of LSGANs.",http://arxiv.org/pdf/1611.04076v3
1176,Centered Weight Normalization in Accelerating Training of Deep Neural Networks,Lei Huang; Xianglong Liu; Yang Liu; Bo Lang; Dacheng Tao,,,
1203,Deep Growing Learning,Guangcong Wang; Xiaohua Xie; Jianhuang Lai; Jiaxuan Zhuo,Learning Discriminative Features using Encoder-Decoder type Deep Neural Nets,"As machine learning is applied to an increasing variety of complex problems, which are defined by high dimensional and complex data sets, the necessity for task oriented feature learning grows in importance. With the advancement of Deep Learning algorithms, various successful feature learning techniques have evolved. In this paper, we present a novel way of learning discriminative features by training Deep Neural Nets which have Encoder or Decoder type architecture similar to an Autoencoder. We demonstrate that our approach can learn discriminative features which can perform better at pattern classification tasks when the number of training samples is relatively small in size.",http://arxiv.org/pdf/1607.01354v1
1205,Smart Mining for Deep Metric Learning,Ben Harwood; Vijay Kumar B G; Gustavo Carneiro; Ian Reid; Tom Drummond,Smart Mining for Deep Metric Learning,"To solve deep metric learning problems and producing feature embeddings, current methodologies will commonly use a triplet model to minimise the relative distance between samples from the same class and maximise the relative distance between samples from different classes. Though successful, the training convergence of this triplet model can be compromised by the fact that the vast majority of the training samples will produce gradients with magnitudes that are close to zero. This issue has motivated the development of methods that explore the global structure of the embedding and other methods that explore hard negative/positive mining. The effectiveness of such mining methods is often associated with intractable computational requirements. In this paper, we propose a novel deep metric learning method that combines the triplet model and the global structure of the embedding space. We rely on a smart mining procedure that produces effective training samples for a low computational cost. In addition, we propose an adaptive controller that automatically adjusts the smart mining hyper-parameters and speeds up the convergence of the training process. We show empirically that our proposed method allows for fast and more accurate training of triplet ConvNets than other competing mining methods. Additionally, we show that our method achieves new state-of-the-art embedding results for CUB-200-2011 and Cars196 datasets.",http://arxiv.org/pdf/1704.01285v3
1230,Temporal Generative Adversarial Nets With Singular Value Clipping,Masaki Saito; Eiichi Matsumoto; Shunta Saito,Temporal Generative Adversarial Nets with Singular Value Clipping,"In this paper, we propose a generative model, Temporal Generative Adversarial Nets (TGAN), which can learn a semantic representation of unlabeled videos, and is capable of generating videos. Unlike existing Generative Adversarial Nets (GAN)-based methods that generate videos with a single generator consisting of 3D deconvolutional layers, our model exploits two different types of generators: a temporal generator and an image generator. The temporal generator takes a single latent variable as input and outputs a set of latent variables, each of which corresponds to an image frame in a video. The image generator transforms a set of such latent variables into a video. To deal with instability in training of GAN with such advanced networks, we adopt a recently proposed model, Wasserstein GAN, and propose a novel method to train it stably in an end-to-end manner. The experimental results demonstrate the effectiveness of our methods.",http://arxiv.org/pdf/1611.06624v3
1246,Sampling Matters in Deep Embedding Learning,Chao-Yuan Wu; R. Manmatha; Alexander J. Smola; Philipp Krähenbühl,Sampling Matters in Deep Embedding Learning,"Deep embeddings answer one simple question: How similar are two images? Learning these embeddings is the bedrock of verification, zero-shot learning, and visual search. The most prominent approaches optimize a deep convolutional network with a suitable loss function, such as contrastive loss or triplet loss. While a rich line of work focuses solely on the loss functions, we show in this paper that selecting training examples plays an equally important role. We propose distance weighted sampling, which selects more informative and stable examples than traditional approaches. In addition, we show that a simple margin based loss is sufficient to outperform all other loss functions. We evaluate our approach on the Stanford Online Products, CAR196, and the CUB200-2011 datasets for image retrieval and clustering, and on the LFW dataset for face verification. Our method achieves state-of-the-art performance on all of them.",http://arxiv.org/pdf/1706.07567v1
1281,DualGAN: Unsupervised Dual Learning for Image-To-Image Translation,Zili Yi; Hao Zhang; Ping Tan; Minglun Gong,DualGAN: Unsupervised Dual Learning for Image-to-Image Translation,"Conditional Generative Adversarial Networks (GANs) for cross-domain image-to-image translation have made much progress recently. Depending on the task complexity, thousands to millions of labeled image pairs are needed to train a conditional GAN. However, human labeling is expensive, even impractical, and large quantities of data may not always be available. Inspired by dual learning from natural language translation, we develop a novel dual-GAN mechanism, which enables image translators to be trained from two sets of unlabeled images from two domains. In our architecture, the primal GAN learns to translate images from domain U to those in domain V, while the dual GAN learns to invert the task. The closed loop made by the primal and dual tasks allows images from either domain to be translated and then reconstructed. Hence a loss function that accounts for the reconstruction error of images can be used to train the translators. Experiments on multiple image translation tasks with unlabeled data show considerable performance gain of DualGAN over a single GAN. For some tasks, DualGAN can even achieve comparable or slightly better results than conditional GAN trained on fully labeled data.",http://arxiv.org/pdf/1704.02510v3
921,Learning View-Invariant Features for Person Identification in Temporally Synchronized Videos Taken by Wearable Cameras,Kang Zheng; Xiaochuan Fan; Yuewei Lin; Hao Guo; Hongkai Yu; Dazhou Guo; Song Wang,,,
1022,MarioQA: Answering Questions by Watching Gameplay Videos,Jonghwan Mun; Paul Hongsuck Seo; Ilchae Jung; Bohyung Han,MarioQA: Answering Questions by Watching Gameplay Videos,"We present a framework to analyze various aspects of models for video question answering (VideoQA) using customizable synthetic datasets, which are constructed automatically from gameplay videos. Our work is motivated by the fact that existing models are often tested only on datasets that require excessively high-level reasoning or mostly contain instances accessible through single frame inferences. Hence, it is difficult to measure capacity and flexibility of trained models, and existing techniques often rely on ad-hoc implementations of deep neural networks without clear insight into datasets and models. We are particularly interested in understanding temporal relationships between video events to solve VideoQA problems; this is because reasoning temporal dependency is one of the most distinct components in videos from images. To address this objective, we automatically generate a customized synthetic VideoQA dataset using {\em Super Mario Bros.} gameplay videos so that it contains events with different levels of reasoning complexity. Using the dataset, we show that properly constructed datasets with events in various complexity levels are critical to learn effective models and improve overall performance.",http://arxiv.org/pdf/1612.01669v2
1071,SBGAR: Semantics Based Group Activity Recognition,Xin Li; Mooi Choo Chuah,,,
1085,Trespassing the Boundaries: Labeling Temporal Bounds for Object Interactions in Egocentric Video,Davide Moltisanti; Michael Wray; Walterio Mayol-Cuevas; Dima Damen,Trespassing the Boundaries: Labeling Temporal Bounds for Object Interactions in Egocentric Video,"Manual annotations of temporal bounds for object interactions (i.e. start and end times) are typical training input to recognition, localization and detection algorithms. For three publicly available egocentric datasets, we uncover inconsistencies in ground truth temporal bounds within and across annotators and datasets. We systematically assess the robustness of state-of-the-art approaches to changes in labeled temporal bounds, for object interaction recognition. As boundaries are trespassed, a drop of up to 10% is observed for both Improved Dense Trajectories and Two-Stream Convolutional Neural Network.   We demonstrate that such disagreement stems from a limited understanding of the distinct phases of an action, and propose annotating based on the Rubicon Boundaries, inspired by a similarly named cognitive model, for consistent temporal bounds of object interactions. Evaluated on a public dataset, we report a 4% increase in overall accuracy, and an increase in accuracy for 55% of classes when Rubicon Boundaries are used for temporal annotations.",http://arxiv.org/pdf/1703.09026v2
1101,Unmasking the Abnormal Events in Video,Radu Tudor Ionescu; Sorina Smeureanu; Bogdan Alexe; Marius Popescu,Unmasking the abnormal events in video,"We propose a novel framework for abnormal event detection in video that requires no training sequences. Our framework is based on unmasking, a technique previously used for authorship verification in text documents, which we adapt to our task. We iteratively train a binary classifier to distinguish between two consecutive video sequences while removing at each step the most discriminant features. Higher training accuracy rates of the intermediately obtained classifiers represent abnormal events. To the best of our knowledge, this is the first work to apply unmasking for a computer vision task. We compare our method with several state-of-the-art supervised and unsupervised methods on four benchmark data sets. The empirical results indicate that our abnormal event detection framework can achieve state-of-the-art results, while running in real-time at 20 frames per second.",http://arxiv.org/pdf/1705.08182v3
1104,"Chained Multi-Stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection",Mohammadreza Zolfaghari; Gabriel L. Oliveira; Nima Sedaghat; Thomas Brox,"Chained Multi-stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection","General human action recognition requires understanding of various visual cues. In this paper, we propose a network architecture that computes and integrates the most important visual cues for action recognition: pose, motion, and the raw images. For the integration, we introduce a Markov chain model which adds cues successively. The resulting approach is efficient and applicable to action classification as well as to spatial and temporal action localization. The two contributions clearly improve the performance over respective baselines. The overall approach achieves state-of-the-art action classification performance on HMDB51, J-HMDB and NTU RGB+D datasets. Moreover, it yields state-of-the-art spatio-temporal action localization results on UCF101 and J-HMDB.",http://arxiv.org/pdf/1704.00616v2
1218,Temporal Action Detection With Structured Segment Networks,Yue Zhao; Yuanjun Xiong; Limin Wang; Zhirong Wu; Xiaoou Tang; Dahua Lin,Temporal Action Detection with Structured Segment Networks,"Detecting actions in untrimmed videos is an important yet challenging task. In this paper, we present the structured segment network (SSN), a novel framework which models the temporal structure of each action instance via a structured temporal pyramid. On top of the pyramid, we further introduce a decomposed discriminative model comprising two classifiers, respectively for classifying actions and determining completeness. This allows the framework to effectively distinguish positive proposals from background or incomplete ones, thus leading to both accurate recognition and localization. These components are integrated into a unified network that can be efficiently trained in an end-to-end fashion. Additionally, a simple yet effective temporal action proposal scheme, dubbed temporal actionness grouping (TAG) is devised to generate high quality action proposals. On two challenging benchmarks, THUMOS14 and ActivityNet, our method remarkably outperforms previous state-of-the-art methods, demonstrating superior accuracy and strong adaptivity in handling actions with various temporal structures.",http://arxiv.org/pdf/1704.06228v2
1223,Jointly Recognizing Object Fluents and Tasks in Egocentric Videos,Yang Liu; Ping Wei; Song-Chun Zhu,,,
1262,Transferring Objects: Joint Inference of Container and Human Pose,Hanqing Wang; Wei Liang; Lap-Fai Yu,,,
